"0805.2150","Victor Galitski","Tudor D. Stanescu, Victor Galitski and S. Das Sarma","Orbital fluctuation mechanism for superconductivity in iron-based
  compounds","expanded version, 9+ pages, 6 color figures","Phys. Rev. B 78, 195114 (2008).","10.1103/PhysRevB.78.195114",,"cond-mat.supr-con cond-mat.str-el","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We propose orbital fluctuations in a multi-band ground state as the
superconducting pairing mechanism in the new iron-based materials. We develop a
general SU(4) theoretical framework for studying a two-orbital model and
discuss a number of scenarios that may be operational within this orbital
fluctuation paradigm. The orbital and spin symmetry of the superconducting
order parameter is argued to be highly non-universal and dependent on the
details of the underlying band structure. We introduce a minimal two-orbital
model for the Fe-pnictides characterized by non-degenerate orbitals that
strongly mix with each other. They correspond to the iron ""d_xy"" orbital and to
an effective combination of ""d_zx"" and ""d_zy"", respectively. Using this
effective model we perform RPA calculations of susceptibilities and effective
pairing interactions. We find that spin and orbital fluctuations are,
generally, strongly coupled and we identify the parameters that control this
coupling as well as the relative strength of various channels.
","[{""version"":""v1"",""created"":""Thu, 15 May 2008 18:29:12 GMT""},{""version"":""v2"",""created"":""Fri, 17 Oct 2008 22:19:13 GMT""}]","2008-11-18"
"0805.2555","Hrvoje Nikolic","H. Nikolic","Quantum black-hole information missing in the semiclassical treatment","7 pages",,,,"gr-qc hep-th quant-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  In the semiclassical treatment of gravity, an external observer can measure
only the mean (not the exact) mass of the black hole (BH). By contrast, in
fully quantum gravity the exact (not only mean) BH mass is measurable by the
external observer. This additional information (missing in the semiclassical
treatment) available to the external observer significantly helps to understand
how information leaks out during the BH evaporation.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 14:58:22 GMT""}]","2008-06-10"
"0805.2556","Jim Hague","J.P.Hague, P.E.Kornilovitch, A.S.Alexandrov","Trapping of lattice polarons by impurities","4 pages, 4 figures","Phys. Rev. B 78, 092302 (2008)","10.1103/PhysRevB.78.092302",,"cond-mat.str-el cond-mat.supr-con","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We consider the effects of single impurities on polarons in three-dimensions
(3D) using a continuous time quantum Monte-Carlo algorithm. An exact treatment
of the phonon degrees of freedom leads to a very efficient algorithm and we are
able to compute the polaron dynamics on an infinite lattice using an auxiliary
weighting scheme. The magnitude of the impurity potential, the electron-phonon
coupling and the phonon frequency are varied. We determine the magnitude of the
impurity potential required for polaron trapping. For small electron-phonon
coupling the number of phonons increases dramatically on trapping. The polaron
binding diagram is computed, showing that intermediate-coupling
low-phonon-frequency polarons are localized by exceptionally small impurities.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:01:53 GMT""}]","2008-11-12"
"0805.2557","Erhard Scholz","Erhard Scholz","Cosmological spacetimes balanced by a scale covariant scalar field","28 pages, 1 figure, accepted by Foundations of Physics","Found.Phys.39:45-72,2009","10.1007/s10701-008-9261-x",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  A scale invariant, Weyl geometric, Lagrangian approach to cosmology is
explored, with a a scalar field phi of (scale) weight -1 as a crucial
ingredient besides classical matter \cite{Tann:Diss,Drechsler:Higgs}. For a
particularly simple class of Weyl geometric models (called {\em Einstein-Weyl
universes}) the Klein-Gordon equation for phi is explicitly solvable. In this
case the energy-stress tensor of the scalar field consists of a vacuum-like
term Lambda g_{mu nu} with variable coefficient Lambda, depending on matter
density and spacetime geometry, and of a dark matter like term. Under certain
assumptions on parameter constellations, the energy-stress tensor of the
phi-field keeps Einstein-Weyl universes in locally stable equilibrium. A short
glance at observational data, in particular supernovae Ia (Riess ea 2007),
shows interesting empirical properties of these models.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:24:54 GMT""},{""version"":""v2"",""created"":""Wed, 20 Aug 2008 13:33:31 GMT""},{""version"":""v3"",""created"":""Wed, 26 Nov 2008 08:57:57 GMT""}]","2009-11-18"
"0805.2558","Virgil Pierce","Tamara Grava and V. U. Pierce and Fei-Ran Tian","Initial Value Problem of the Whitham Equations for the Camassa-Holm
  Equation","33 pages, 3 figures",,"10.1016/j.physd.2008.08.016",,"nlin.SI math-ph math.AP math.MP","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We study the Whitham equations for the Camassa-Holm equation. The equations
are neither strictly hyperbolic nor genuinely nonlinear. We are interested in
the initial value problem of the Whitham equations. When the initial values are
given by a step function, the Whitham solution is self-similar. When the
initial values are given by a smooth function, the Whitham solution exists
within a cusp in the x-t plane. On the boundary of the cusp, the Whitham
equation matches the Burgers solution, which exists outside the cusp.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:09:04 GMT""}]","2009-11-13"
"0805.2559","Sabine Mengel","Sabine Mengel, Matthew D. Lehnert, Niranjan A. Thatte, William D.
  Vacca, Brad Whitmore and Rupali Chandar","Young star clusters in interacting galaxies - NGC 1487 and NGC 4038/4039","17 pages, 14 Figures, A&A accepted",,"10.1051/0004-6361:200809649",,"astro-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We estimate the dynamical masses of several young (~10 Myr) massive star
clusters in two interacting galaxies, NGC 4038/4039 (""The Antennae"") and NGC
1487, under the assumption of virial equilibrium. These are compared with
photometric mass estimates from K-band photometry and assuming a standard
Kroupa IMF. The clusters were selected to have near-infrared colors dominated
by red supergiants, and hence to be old enough to have survived the earliest
phases of cluster evolution when the interstellar medium is rapidly swept out
from the cluster, supported by the fact that there is no obvious Halpha
emission associated with the clusters. All but one of the Antennae clusters
have dynamical and photometric mass estimates which are within a factor ~2 of
one another, implying both that standard IMFs provide a good approximation to
the IMF of these clusters, and that there is no significant extra-virial
motion, as would be expected if they were rapidly dispersing. These results
suggest that almost all of the Antennae clusters in our sample have survived
the gas removal phase as bound or marginally bound objects. Two of the three
NGC 1487 clusters studied here have M_dyn estimates which are significantly
larger than the photometric mass estimates. At least one of these two clusters,
and one in the Antennae, may be actively in the process of dissolving. The
process of dissolution contributes a component of non-virial motion to the
integrated velocity measurements, resulting in an estimated M_dyn which is too
high relative to the amount of measured stellar light. The dissolution
candidates in both galaxies are amongst the clusters with the lowest
pressures/densities measured in our sample.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:24:17 GMT""}]","2009-11-13"
"0805.2560","Pieter Van Isacker","B. Sorgunlu (GANIL), P. Van Isacker (GANIL)","Triaxiality in the interacting boson model","Accepted for publication in Nuclear Physics A","Nucl.Phys.A808:27-46,2008","10.1016/j.nuclphysa.2008.05.007",,"nucl-th","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The signature splitting of the $\gamma$-vibrational band of several Ru, Pd,
Xe, Ba, Os and Pt isotopes is analyzed in the framework of the interacting
boson model (IBM). The nuclei studied are close to the $\gamma$-unstable SO(6)
limit of the IBM and have well-known $\gamma$ bands. It is shown that in most
nuclei the signature splitting is better reproduced by the inclusion of a
three-body interaction between the $d$ bosons. In none of the nuclei evidence
for a stable, triaxial ground-state shape is found.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:27:04 GMT""}]","2008-12-18"
"0805.2561","Olivier Sorlin","O. Sorlin (GANIL), M.-G. Porquet (CSNSM)","Nuclear magic numbers: new features far from stability","to be published in Prog. Part. Nucl. Phys","Prog.Part.Nucl.Phys.61:602-673,2008","10.1016/j.ppnp.2008.05.001",,"nucl-ex","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The main purpose of the present manuscript is to review the structural
evolution along the isotonic and isotopic chains around the ""traditional"" magic
numbers 8; 20; 28; 50; 82 and 126. The exotic regions of the chart of nuclides
have been explored during the three last decades. Then the postulate of
permanent magic numbers was de nitely abandoned and the reason for these
structural mutations has been in turn searched for. General trends in the
evolution of shell closures are discussed using complementary experimental
information, such as the binding energies of the orbits bounding the shell
gaps, the trends of the rst collective states of the even-even semi-magic
nuclei, and the behavior of certain single-nucleon states. Each section is
devoted to a particular magic number. It describes the underlying physics of
the shell evolution which is not yet fully understood and indicates future
experimental and theoretical challenges. The nuclear mean eld embodies various
facets of the Nucleon- Nucleon interaction, among which the spin-orbit and
tensor terms play decisive roles in the shell evolutions. The present review
intends to provide experimental constraints to be used for the re nement of
theoretical models aiming at a good description of the existing atomic nuclei
and at more accurate predictions of hitherto unreachable systems.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:28:19 GMT""}]","2008-12-18"
"0805.2562","Xavier Leoncini","Xavier Leoncini (CPT), Cristel Chandre (CPT), Ouerdia Ourrad","Ergodicit\'e, collage et transport anomal",,"C. R. Mecanique, 336 (2008) 530-535","10.1016/j.crme.2008.02.006",,"nlin.CD","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Nous nous int\'eressons \`a la convergence vers sa moyenne spatiale ergodique
de la moyenne temporelle d'une observable d'un flow hamiltonien \`a un degr\'e
et demi de libert\'e avec espace des phases mixte. L'analyse est faite au
travers de l'\'evolution de la distribution des moyennes en temps fini d'un
ensemble de conditions initiales sur la m\^eme composante ergodique. Un
exposant caract\'erisant la vitesse de convergence est d\'efini. Les
r\'esultats indiquent que pour le syst\`eme consid\'er\'e la convergence
\'evolue en $t^{\alpha}$, avec $\alpha=0.45$ pour alors qu'elle \'evolue en
$t^{1/2}$ lorsque la dynamique est globalement chaotique dans l'espace des
phases. De m\^eme une loi $\alpha=1-\beta/2$ reliant cet exposant $\alpha$ \`a
l'exposant caract\'eristique du deuxi\`eme moment associ\'e aux propri\'et\'es
de transport $\beta$ est propos\'ee et est v\'erifi\'ee pour les cas
consid\'er\'es.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:29:22 GMT""}]","2009-11-13"
"0805.2563","Pere Ara","Pere Ara","The regular algebra of a poset","47 pages. Revised version, to appear in Trans. Amer. Math. Soc","Transactions of the American Mathematical Society 362 (2010), no.
  3, 1505-1546",,,"math.RA","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  Let $K$ be a field. We attach to each finite poset $\mathbb P$ a von Neumann
regular $K$-algebra $Q_K(\mathbb P)$ in a functorial way. We show that the
monoid of isomorphism classes of finitely generated projective $Q_K(\mathbb
P)$-modules is the abelian monoid generated by $\mathbb P$ with the only
relations given by $p=p+q$ whenever $q<p$ in $\mathbb P$. This extends the
class of monoids for which there is a positive solution to the realization
problem for von Neumann regular rings.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:32:22 GMT""},{""version"":""v2"",""created"":""Fri, 4 Sep 2009 13:00:27 GMT""}]","2020-03-02"
"0805.2564","Jovo Vranjes","J. Vranjes, D. Petrovic, B.P. Pandey, S. Poedts","On electrostatic modes in multi-ion and pair-ion collisional plasmas","17 pages plus 5 figures","Phys. Plasmas 15, 072104 (2008)","10.1063/1.2949696",,"physics.plasm-ph","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  The physics of plasmas containing positive and negative ions is discussed
with special attention to the recently produced pair-ion plasma containing ions
of equal mass and opposite charge. The effects of the density gradient in the
direction perpendicular to the ambient magnetic field vector, observed in the
experiment, are discussed. In addition, the possible presence of electrons is
discussed in the context of plasma modes propagating at an angle with respect
to the magnetic field vector. The electrons may either be added to the plasma
or enter the plasma attached to negative ions and then become released from the
ions as a result of collisions. It is shown that the electron plasma mode in a
cold plasma may become a backward mode in the presence of a density gradient,
and this behavior may be controlled either by the electron number density or
the mode number in the perpendicular direction. In plasmas with hot electrons
an instability may develop, driven by the combination of electron collisions
and the density gradient, and in the regime when the ions' response is similar
to a sound mode, i.e., for un-magnetized ions, implying mode frequencies much
above the ion gyro-frequency or mode wave-lengths shorter than the ion
gyro-radius. In the case of a pure pair-ion plasma, for lower frequencies and
for parameters close to those used in the recent experiments, the perturbed
ions may feel the effects of the magnetic field. In this case the plasma mode
also becomes backward, resembling features of an experimentally observed but
yet unexplained backward mode.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:38:43 GMT""}]","2009-11-13"
"0805.2565","Dario Corradini","D. Corradini, P. Gallo and M. Rovere","Thermodynamic behaviour and structural properties of an aqueous sodium
  chloride solution upon supercooling","10 pages, 13 figures, 2 tables. To be published in J. Chem. Phys","J. Chem. Phys. 128, 244508 (2008)","10.1063/1.2939118",,"cond-mat.soft","http://arxiv.org/licenses/nonexclusive-distrib/1.0/","  We present the results of a molecular dynamics simulation study of
thermodynamic and structural properties upon supercooling of a low
concentration sodium chloride solution in TIP4P water and the comparison with
the corresponding bulk quantities. We study the isotherms and the isochores for
both the aqueous solution and bulk water. The comparison of the phase diagrams
shows that thermodynamic properties of the solution are not merely shifted with
respect to the bulk. Moreover, from the analysis of the thermodynamic curves,
both the spinodal line and the temperatures of maximum density curve can be
calculated. The spinodal line appears not to be influenced by the presence of
ions at the chosen concentration, while the temperatures of maximum density
curve displays both a mild shift in temperature and a shape modification with
respect to bulk. Signatures of the presence of a liquid-liquid critical point
are found in the aqueous solution. By analysing the water-ion radial
distribution functions of the aqueous solution we observe that upon changing
density, structural modifications appear close to the spinodal. For low
temperatures additional modifications appear also for densities close to that
corresponding to a low density configurational energy minimum.
","[{""version"":""v1"",""created"":""Fri, 16 May 2008 15:43:09 GMT""}]","2008-06-25"
